categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Fruits|Happy bio|Super Muesli fruits rouges et chia|a|flocons d'AVOINE, flocons d'ORGE toastés, flocons de SEIGLE toastés, flocons de Blé toastés, raisins sultanines;, fruits'; rouges, graines de tournesol';, graines de chia'. huile de tournesol';, sucre';, jus de pomme. ';Produit issu de l'agriculture biologique.|1520|5.8|15|10|11|0.02|||||||||||||||||0|||
Fruits|Jean-Louis Bassinet|Melons lamelles|c|Sucre, melon, acide citrique : E330. conservateur : E220.|1481|0|72||0|0|||||||||||||||||0||E220 - Anhydride sulfureux,E330 - Acide citrique|
Fruits|JusteBio,La Maison des Bistrots,La Maison des Bistrots Nature|Noix de Coco Râpée Bio|c|Noix de Coco râpée* *Produits issus de l'Agriculture Biologique certifiés par ECOCERT FR-BIO-01|2858|65|7.4|14|7.8|0.08|||||||||||||||||0|||
Fruits|Karma kombucha,Karma KFR|KARMA Kéfruit figue citron|b|eau osmosée, grains de kéfir de fruits, sucre de canne blond du Brésil, figues sèches 2.4%, jus de citron 0.6%, zestes de citron 0.5%,  sel|21|0|1.2|0|0|0.1|||||||||||||||||0|||
Fruits|L atelier des fruits et legumes,L'Atelier des Fruits et Légumes|Noix de Coco|c|Noix de coco|1544|36.8|0.9||3.6|0.08|||||||||||||||||0|||
Fruits|McDonald's|Trio de pommes|a|Pomme 100%, antioxydants : ascorbate de calcium, acide citrique.|225|0.25|11.2|2|0.25|0.0125|||||||||||||||||0||E302 - Ascorbate de calcium,E330 - Acide citrique|
Fruits|McDonald's,Florette Food Service|P'tite Nectarine|a|Nectarine, antioxydants : ascorbate de sodium, acide citrique.|194|0.3|7.9|1.7|1.1|0.01|||||||||||||||||0||E301 - Ascorbate de sodium,E330 - Acide citrique|
Fruits|Nos Régions Ont Du Talent|Pomme du Limousin A.O.P|a|Pommes Golden Delicious|222|0.162|11.3|1.95|0.31|0|||||||||||||||||0||E529 - Oxyde de calcium|
Fruits|Oscar|Kiwi Hayward bio|a|Kiwi, variété Hayward, calibre 95-105 g.|255|0.5|9|3|1.1|0|||||||||||||||||0|||
Fruits|Pink Lady|Pommes Variété Pink Lady|a|Pomme Pink Lady|259|0.5|12.3|0|0.5|0.01|||||||||||||||||0|||
Fruits|Sabarot|Framboises|a|Eau, framboises, sucre.|360|0.3|16|6.7|1.4|0.01|||||||||||||||||0|||
Fruits|Savéol|Les Freizh|a|Fraises, variété Cireine, catégorie extra.|146|0.018|4.73||0.65|0|||||||||||||||||0|||
Fruits|St Mamet|Airelles|a|Airelles sauvages, eau|155|0.38|0.2|0.63|0.5|0.027|||||||||||||||||0|||
Fruits|Tablier Blanc,Marque Repère|Noix de Coco Râpée|c|Noix de coco râpée.|2962|68.6|6.4|10.9|7.9|0.06|||||||||||||||||0|||
Fruits|Tasty Grany,Cofruid'oc|Granny Smith|a|Catégorie 1. Produit : Granny Smith. Calibre 150/180 g.|263|0.5|12.3||0.5|0.01|||||||||||||||||0|||
Fruits|U|Figues de Montagne|b| Figues sèches|1075|1.4|50.4|11.4|2.8|0.127|||||||||||||||||0|||
Fruits|U|Noix de coco rapée|c|Noix de coco râpée. Traces éventuelles d'arachides, oeuf, lait et fruits à coques|2797|66|6.4|14|7|0.04|||||||||||||||||0|||
Fruits|atlanpom|Pommes|a|Pommes GALA|226|0.58|10.31|2.02|0.34|0.03048|||||||||||||||||0|||
Fruits|cora|Pruneaux d'Agen|c|SANS CONSERVATEUR RÉHYDRATÉS INGREDIENTS: Pruneaux d'Agen- eau.Ap|962|0.5|37.9||2.4|0.01|||||||||||||||||0|||
Fruits secs|Alesto Fine|Mélange de fruits secs|a|_noisettes_ grillées, _amandes_ grillées, _noix de cajou_ grillées.  |2711|56|4.2|6.7|19|0.03|||||||||||||||||0|noisettes, amandes, noix de cajou||
Fruits secs|Auchan|Pruneaux|a|Pruneaux réhydratés à 35% d'humidité maximum, conservateur : acide sorbique. CONSEILS DE CONSERVATION : Avant ouverture : craint la chaleur et l'humidité.|1000|0.333|38|7|2|0.0333|||||||||||||||||0||E200 - Acide sorbique|
Fruits secs|Biothentic|BANANES CHIPS|d|bananes, huile de noix de coco, sucre de canne, miel|2172|34|35|8|2|0.015|||||||||||||||||0|||
Fruits secs|Brousse Verger|Baies de Goji|c|Baies de goji biologiques.|1452|3.2|53|10.2|11.1|1.4|||||||||||||||||0|||
Fruits secs|Brousse Vergez|Mini figues bio|a|Ingrédients biologiques. mini figues, farine de riz.|1117|0.69|13|0|6.13|0.0699999999999999|||||||||||||||||0|||
Fruits secs|Brousse Vergez|Mélange Super Fruits|c|Cranberries, sucre de canne, huile de tournesol, baies de goji, physalis, mûres blanches.|1429|2.9|59.8|10.3|4.2|0.8|||||||||||||||||0|||
Fruits secs|Brousse vergez|Papaye|d|Papaye, sucre, conservateur E223. Contient des _sulfites_.|1398|0.1|72.9||0.1|0.54|||||||||||||0.215||||0|sulfites|E223 - Disulfite de sodium|
Fruits secs|Brut De Coques|Mélange Fruits & Graines|a|CACAHUÈTES, raisins secs, ananas séchés sucrés, AMANDES avec peau, papayes séchées sucrées.|1837|23.1|35|5.4|12.4|0.1|||||||||||||||||0|AMANDES|E330 - Acide citrique|
Fruits secs|Carrefour|Abricots moelleux|a|Abricots secs, eau, antioxydant: anhydride sulfureux.|1063|0|21|6.7|2.1|0.06|||||||||||||||||0||E220 - Anhydride sulfureux|
Fruits secs|Carrefour|Crunchy Coco & Chocolat|d|Flocons d'avoine 32.5%, flocons de _blé_ 13.9%. noix de coco en lamelles et en poudre 12.3%, sucre, sirop de glucose, huile de palme, carré de chocolat noir 5%, farine de _blé_ 3.4%, farine de riz 1.4%, cacao maigre en poudre, sel, dextrose, émulsifiant : lécithines de _soja_, arôme. |2013|22|20|8.4|8.6|0.530000000000001|||||||||||||||||1|blé, blé, soja|E322 - Lécithines|
Fruits secs|Carrefour|Vitaminé Cranberries, Amandes, Raisins secs, Graines de courge Carrefour|b|Cranberriesséchées sucrées 40%, amandes 35%, raisins secs 15%, graines de courge grillées 10%. Peut contenir des traces de gluten, arachides, soja, lait, autres fruits à coque et céleri.|1854|24|38|7.9|14|0.02|||0.0098||||||||||0.163||||0|||
Fruits secs|Carrefour|Dattes avec noyaux|b|Dattes Deglet Nour Catégorie l, eau, sirop de glucose déshydraté 0.6%, émulsiﬁant : glycérol.  |1268|0|56|7.3|2.4|0.02|||||||||||||||||0||E422 - Glycérol|
Fruits secs|Carrefour|Dattes dénoyautées|b|Dattes dénoyautées Deglet Nour Catégorie I, eau, sirop de glucose déshydraté 0.6%, émulsifiant : glycérol.|1269|0|56|7.3|2.4|0.02|||||||||||||||||0||E422 - Glycérol|
Fruits secs|Comptoirs et Compagnies|Baies de Goji Biologiques|a|Baies de goji biologiques séchées au soleil.|1515|7.14|25|7.78|12.1|0|||||0.0184||0.00127|||||0.1125|||0.00842||0|||
Fruits secs|Comptoirs et compagnies,Comptoirs & Compagnies|Baies de goji|a|Baies de goji séchées.|1515|0|0|7.78|12.1|0|||||0.0184||0.00127|||||0.0125|||0.00842||0|||
Fruits secs|Comptoirs et compagnies,Comptoirs & Compagnies|Mix de Goji & Graines Biologiques|a|Baies de Goji séchées origine Tibet, Graines de courges, Graines de tournesol, Chips de coco grillées.|1920|5|2.34|9|17.8|0|||||||||||||||||0|||
Fruits secs|Cora|Pruneaux d'Agen très gros|a|Pruneaux d'Agen, eau.|962|0.5|37.9|5.8|2.4|0.01|||||||||||||||||0|||
Fruits secs|Coufidou|Pruneau d'Agen Bio|b|Pruneaux d'Agen Bio.|1070|0.2|37.9|5.83|2.36|0.01|||||||||||||||||0|||
Fruits secs|Couleurs Vives,Marque Repère|Abricots moelleux|a|Abricots secs dénoyautés 85%, eau, antioxydant : anhydride sulfureux ; conservateur : E202.|950|0.5|33|4.6|2.1|0.1|||||||||||||||||0||E202 - Sorbate de potassium,E220 - Anhydride sulfureux|
Fruits secs|Couleurs Vives,Marque Repère|Pruneaux d'Agen|a|Pruneaux d'Agen, eau.|983|0.5|36|6.6|1.5|0.02|||||||||||||||||0|||
Fruits secs|Couleurs Vives,Marque Repère|Dattes Deglet Nour|b|Dattes 98%, eau, sirop de glucose déshydraté 0.5%, émulsifiant : glycérol.|1313|0.5|63|6.6|2.1|0.02|||||||||||||||||0||E422 - Glycérol|
Fruits secs|Couleurs Vives,Marque Repère|Pruneaux d'Agen|b|Pruneaux d'Agen très gros dénoyautés, sans conservateur, pasteurisés, réhydratés à 35% d'humidité maximum.|1046|0.4|37|6.6|1.4|0.01|||||||||||||||||0|||
Fruits secs|Daco Bello|Cranberries|c|Cranberries séchées et sucrées Ingrédients Cranberries 60% sucre, huile de tournesol. Traces éventuelles d'arachide, de fruits a coque, de graines de sésame, de céréales contenant du gluten, d'anhydride sulfureux et de soja.|1397|0.8|71|4.7|0|0.02|||||||||||||||||0||E220 - Anhydride sulfureux|
Fruits secs|Daco Bello|Mix cranberries|b|Cranberries 53.5 %, _amandes_ décortiquées, cerneaux à _noix de pécan_.|2033|27.6|39.4|6.8|11.2|0|||0.0023||||||||||||||0|amandes, noix de pécan||
Fruits secs|Daco Bello|Mix rhubarbe|b|Rhubarbe 27 %, cranberries, _amandes_ émondées, raisins golden, cerneaux de _noix de pécan_.|1824|20.9|49.7|9.1|7.8|0|||||||||||||0.08||||0|amandes, anhydride sulfureux, noix de pécan|E220 - Anhydride sulfureux|
Fruits secs|Daco Bello|Trio de Raisins|c|Raisins blonds et rouges, raisins noirs|1364|0.5|72.1|4.3|2.4|0.03|||||||||||||||||0|anhydride sulfureux|E220 - Anhydride sulfureux|
Fruits secs|Daco bello|Graines & fruits|b|_Amandes_ décortiquées, raisins blonds, cranberries, cerneaux de _noix de pécan_.|2033|28.3|40.6|7.5|11.1|0.01|||||||||||||||||0|Amandes, anhydride sulfureux, noix de pécan|E220 - Anhydride sulfureux|
Fruits secs|Daco bello|Mix cerises|b|IngrédientsRaisins rouges, _noix de cajou_ crues, cerises dénoyautées 20 %, _amandes_ décortiquées grillées.|1820|21.9|44.5|5.1|7.8|0.02|||||||||||||||||0|anhydride sulfureux, noix de cajou, amandes|E220 - Anhydride sulfureux|
Fruits secs|Destination Saveurs|Raisins Golden|c|Raisins secs 99.5 %, huile de tournesol, conservateur : _anhydride sulfureux_.|1339|0.5|67|3.9|2.5|0.03|||||||||||||||||0||E220 - Anhydride sulfureux|
Fruits secs|Gerblé|Mulberry|c|Mulberries séchées|1510|3.3|72.1|10.3|3.3|0.0127|||0.0043||||||||||||||0|||
Fruits secs|Horeca Select|Mélange Grillé Salé et Raisins|c|Graines grillées salées 70 %, _noix de cajou_, _amandes_, huile de tournesol, sel), raisins secs 30 %.|2209|36.5|21.1||19.7|0.499999999999999|||||||||||||||||0|arachide, noix de cajou, amandes||
Fruits secs|Itinéraire des Saveurs,Intermarché|Pruneaux d'Agen Géants|a|Pruneaux entiers.|996|0.5|37|7.2|1.8|0.00899999999999999|||||||||||||||||0|||
Fruits secs|Jardin Bio,Léa Nature|Mélange vitaminé|b|raisins* secs 20%, graines* de courges 25%, _amandes_* 15%, _noix de cajou_* 15%, baies de goji* 15%, huile de tournesol*. *Produits issus de l'agriculture biologique.|2021|28|27|5.3|16|0.02|||||||||||||||||0|amandes, noix de cajou||
Fruits secs|Jean Louis Bassinet,Jean-Louis Bassinet|Melange sportif|c|25 % papayes, 25 % raisins blonds, 20 % AMANDES, 10 % NOISETTES, 20 % ananas, huile de tournesol, E220 ANHYDRIDE SULFUREUX, E330.|1807|16.18|50.07||6.56|0.25|||||||||||||||||0|AMANDES, NOISETTES|E220 - Anhydride sulfureux,E330 - Acide citrique|
Fruits secs|Jean louis bassinet,Jean-Louis Bassinet|Mélange québécois|d|33 % _noix de cajou_ salées, 33 % ananas cubes, 34 % airelles séchées, sucre, conservateur : E220 ANHYDRIDE SULFUREUX, E330. huile de tournesol, huile de palme.|1820|15.83|50.65||5.6|0.5|||||||||||||||||1|noix de cajou|E220 - Anhydride sulfureux,E330 - Acide citrique|
Fruits secs|Jean louis bassinet,Jean-Louis Bassinet|Mélange Fruits Secs, Grillés, Salés|c|_Arachides_ blanches, _noix de cajou_, _amandes_ torréfiées, _noisettes_ blanches, huile de tournesol et palme, sel.|2661|54.5|5.9||24.2|1|||||||||||||||||1|en:nuts,en:peanuts||
Fruits secs|Jean louis bassinet,Jean-Louis Bassinet|Mélange Exotique|c|25 % bananes chips, 25 % raisins, 25 % ananas, 20 % papayes, 5 % coco lamelles, huile de coton et/ou de tournesol, conservateur E220 ANHYDRIDE SULFUREUX, E330.|1075|0.28|48.4||1.4|0.01|||||||||||||||||0||E220 - Anhydride sulfureux,E330 - Acide citrique|
Fruits secs|Jean-Louis Bassinet|Abricots secs|a|Abricots, conservateur E220 _anhydride sulfureux_.|1268|0.5|33|7.9|2.5|0|||||||||||||||||0|anhydride sulfureux|E220 - Anhydride sulfureux|
Fruits secs|Karéléa,Léa Nature|Goji|c|Baies de goji. Contient des sulfites.|1402|2.5|51|13|11|1|||0.00795|||0.00066|||0.00024||||||||0|||
Fruits secs|La Vie Claire|Pruneaux Dénoyautés du Sud de la France|c|Pruneaux.|1878|0.2|49|13|3|0.02|||0.002||||||||||||0.0032||0|||
Fruits secs|Leader Price|Abricots Moelleux Dénoyautés|a|Abricots secs, antioxydant : _anhydride sulfureux_, conservateur : sorbate de potassium.|982|0.4|25|5.7|2|0.03|||||||||||||||||0|anhydride sulfureux|E202 - Sorbate de potassium,E220 - Anhydride sulfureux|
Fruits secs|Les Accents du Soleil|MÉLANGE PACIFIQUE|d|Bananes, papayes, mangues, ananas|1951|25.33|32.63|1.64|1.97|0.1183386|||||||||||||||||0|||
Fruits secs|Les Accents du Soleil|MELANGE RANDO|a|Abricots, dattes, _Amandes mondées_, mulberries|1200|10.78|38.63|7.36|7.782|0.034036|||||||||||||||||0|Amandes mondées||
Fruits secs|Les Vergers d'Escoute|Pruneaux Mi-Cuits|c|Pruneaux|979|0.3|35||2|0|||||||||||||||||0|||
Fruits secs|Les Vergers de Bertounèche|Pruneaux d'agen|a|Pruneaux Géants.|979|0.3|35|7|2|0.001|||||||||||||||||0|||
Fruits secs|Les Vergers de Bertounèche|Pulpe de Pruneaux d'Agen|c|Pruneaux d'Agen, eau.|557|0.2|24|4.5|1.2|2.3|||||||||||||||||0|||
Fruits secs|Lou Prunel|Pruneaux d'agen|b|Pruneaux d'Agen issus de l'agriculture biologique ; eau|971|0.5|37|6.4|1.5|0|||||||||||||||||0|||
Fruits secs|Lynos,LYN|Baies de Goji biologiques|b|Baies de Goji biologiques séchées|1452|2.3|46|7.78|12.9|0.9|||||0.0184||0.00127|||||0.1125|||0.00842||0|||
Fruits secs|Maison Roucadil|Pruneaux d'Agen|c|Pruneaux, conservateur E200.|1004|0.5|37||1.8|0.01|||||||||||||||||0||E200 - Acide sorbique|
Fruits secs|Maison Roucadil|Pruneaux d'Agen entiers|a|Pruneaux d'Agen pasteurisés, calibre géant.|996|0.5|37|7.2|1.8|0.005|||||||||||||||||0|||
Fruits secs|Maitre Prunille|Mélange Exotique|c|Raisins secs 41 %, bananes déshydratées en rondelles 17 %, papayes déshydratées en morceaux 13 %, ananas déshydraté en morceaux 11 %, noix de coco sucrée séchée en cube 11 %, mangues séchées en morceaux 7 %|1544|6.6|61|3.8|1.9|0.2|||||||||||||||||0|disulfite de sodium, disulfite de sodium, disulfite de sodium, disulfite de sodium, disulfite de sodium, disulfite de sodium|E223 - Disulfite de sodium,E330 - Acide citrique|
Fruits secs|Maître Prunille|Les Pruneaux Mi-Cuits|b|Pruneaux d'Agen mi-cuits.|1046|0.4|37|6.6|1.4|0.01|||||||||||||||||0|||
Fruits secs|Maître Prunille|Les Moelleux - Abricots|a|Abricots de Turquie, conservateurs : anhydride sulfureux, sorbate de potassium Abricots secs réhydratés à 43% d'humidité|808|0.3|32|6.2|2|0.1|||||||||||||||||0||E202 - Sorbate de potassium,E220 - Anhydride sulfureux|
Fruits secs|Maître Prunille|Raisins Secs Sultanines|c|Raisins secs, huile végétale non hydrogénée de coton.|1410|0.8|60||2.6|0.1|||||||||||||||||0|||
Fruits secs|Maître Prunille|Mélange Mistral|c|Raisins secs 30 %, dés de melon déshydratés 30 %, _amandes_ caramélisées 20 %, _noix de pécan_ caramélisées 20 %.|1920|21.9|48.3||7.7|0.2|||||||||||||||||0|anhydride sulfureux, disulfite de sodium, amandes, amandes, noix de pécan, noix de pécan|E220 - Anhydride sulfureux,E223 - Disulfite de sodium,E330 - Acide citrique|
Fruits secs|Maître Prunille|Mélange Trocadero|a|_Amandes_ import 25 %, raisins secs Blue Thomson import 25 %,  _noisettes_ décortiquées origine France 20 %, mélange de variétés 13-15 mm, cerneaux de _noix_ extra moitié variété Franquette de France 15 %, _noix de cajou_ 15 %.|2326|41|21|5.8|16|0.01|||||||||||||||||0|Amandes, noisettes, noix, noix de cajou||
Fruits secs|Maître Prunille|Pruneaux d'Agen Dénoyautés|a|Pruneaux d'Agen|950|0.6|31.4|5.7|1.7|0.01|||||||||||||||||0|||
Fruits secs|Meyva|Mélange Zen|c|Baies de Goiji, cranberry, myrtille, _amande crue_, raisin sec golden jumbo, raisin sec jumbo flame.|1473|10|52||7|0.2|||||||||||||||||0|amande crue||
Fruits secs|Mon Pruneau|Pruneaux d'Agen|b|Pruneaux d'Agen réhydratés à 35 % d'humidité maximum, conservateur : acide sorbique.|1006|0.5|37|7.2|1.8|0.01|||||||||||||||||0||E200 - Acide sorbique|
Fruits secs|Monoprix|Pruneaux d'agen avec noyaux|b|Pruneaux d'Agen.|1012|0|37|6.6|1.4|0|||||||||||||||||0|||
Fruits secs|NaturAttitud|Baies De Goji Sechees Bio* Sachet 200G|c|Baies de Goji séchées*. *Produit issu de l'agriculture biologique.|1439|1.2|43.8||11.8|0.5|||||||||||||||||0|||
Fruits secs|Paquito|Pruneaux d'agen|b|Pruneaux d'Agen.|1000|0.5|37.2|6.9|1.5|0.04|||||||||||||||||0|||
Fruits secs|Paquito|Raisin Moelleux|b|Raisins secs, eau, huiles végétales, conservateurs : anhydride|1130|1.67|60|6|1.67|0|||||||||||||||||0|||
Fruits secs|Paquito|Tendrissim' Dénoyautés|a|Pruneaux, eau.|920|0.6|30.9|5.8|1.7|0.07|||||||||||||||||0|||
Fruits secs|Paysans d'ici,Coop Cofidou,Ethiquable|Pruneaux d'Agen bio mi-cuits|c|Pruneaux d'agen|954|0.5|40||2|0.01|||||||||||||||||0|||
Fruits secs|Pruno Délice|Pruneaux d'Agen dénoyautés mi-cuits|b|Pruneaux d'Agen mi-cuits dénoyautés|1070|0.19|37.9|2.36|5.83|0.01|||||||||||||||||0|||
Fruits secs|Pruno'Délice|Pruneaux d'Agen mi-cuits pasteurisés|a|Pruneaux d'Agen mi-cuits|968|0.5|40|6.3|2|0.1|||||||||||||||||0|||
Fruits secs|Pure Flow|Noix de coco rapee|c|100% Noix de Coco Biologique.|2876|68|7.3|11|6.8|0.1|||||||||||||||||0|||
Fruits secs|Raphaël Primeurs|Spécialité à Base de Pruneaux d'Agen|a|Pruneaux d'Agen, eau.|950|0.6|31.4|5.7|1.7|0.01|||||||||||||||||0|||
Fruits secs|Reflets de France|Pruneaux d'Agen|b|Pruneaux d'Agenréhydratés à 35 % d'humidité maximum, dénoyautés, pasteurisés, calibre géants.|1046|0.5|37|6.6|1.4|0.01|||||||||||||||||0|||
Fruits secs|Sainte Lucie|Noix de coco|d|Noix de coco issue de biologique.|3075|67.6|10||15.5|0.1|||||||||||||||||0|||
Fruits secs|Sainte Lucie|Noix de coco râpée|d|Noix de coco 100 %.|3033|67.6|10||15.5|0.04||||||||||3e-05|||||0.0023||0|||
Fruits secs|Sun|Encas - Dés d'Abricots, de Figues & Raisins|c|Cubes d'abricots secs 35 %, raisins Flame 3 5%, cubes de figues séchées 30 %.|1201|0.6|53||3.7|0.1|||||||||||||||||0|en:sulphur-dioxide-and-sulphites|E220 - Anhydride sulfureux|
Fruits secs|Tassis|Cranberries|c|Cranberries, sucre, huile de tournesol.|1427|0.2|71.3|0|0.2|0|||||||||||||||||0|||
Fruits secs|Tassis|Figues|c|Figues sèches|1050|1.4|48.1||3.2|0.22|||||||||||||||||0|||
Fruits secs|Tassis|Chips de Bananes Déshydratées|d|Chips de bananes déshydratées, sucre, huile de coco.|2130|29|15||2|0.01|||||||||||||||||0|||
Fruits secs|Trader Joe's|Cocktail Grillé et Salé|c|_Cacahuètes_, _noix de cajou_, _noisettes_, _amandes_, huile de tournesol, sel.|2699|55|5.3||24|0.659999999999999|||||||||||||||||0|Cacahuètes, noix de cajou, noisettes, amandes||
Fruits secs|U|Raisins Sultanine,|c|Raisins secs sultanines, agent d'enrobage: huile de coton. Traces éventuelles d'arachides, de fruits à coque, et de graines de sésame.|1346|0.8|68.2|3.9|3|0.06|||||||||||||||||0|||
Fruits secs|U|Mélange cocktail apéritif|b|Graines grillées 60%, fruits sucrés séchés 40%. Traces éventuelles de céréales contenant du gluten, autres fruits à coque et soja.|2107|29.8|27.3|5.1|18.7|0.01|||||||||||||||||0|en:nuts,en:peanuts||
Fruits secs|U|Mélange apéritif amandes et fruits rouges|c|Fruits sucrés séchés 80% [canneberge 32%, sucre, fraise 14%, huile de tournesol, acidifiant : acide citrique, colorants naturels, arôme, conservateur : anhydride sulfureux], AMANDE grillée 20%. Traces éventuelles de céréales contenant du gluten, autres fruits à coque, arachides et soja.|1678|11.6|54.1|7.2|4.5|0.16|||||||||||||||||0|en:nuts,en:sulphur-dioxide-and-sulphites|E163 - Anthocyanes,E220 - Anhydride sulfureux,E330 - Acide citrique|
Fruits secs|Vico,Intersnack,Natur'& Bon|Mélange énergie|c|Raisins secs 24.8%; AMANDES blanchies crues 20%, baies de goji séchées 20%, NOISETTES crues avec peau 15%, sucre, cramberries séchées 6.2%, huile de tournesol. Traces éventuelles Fabriqué dans un atelier utilisant du GLUTEN, des ARACHIDES, du SOJA, du LAIT et d'autres FRUITS À COQUE.|1983|25|39||14|0.18|||0.0092||||||||||0.107||||0|en:gluten,en:nuts,en:peanuts,en:soybeans||
Fruits secs|Vijaya|Mélange 4 mendiants|c|4 Mendiants 99.8 %, Raisin Sultanine, Figue, _Amande_ décortiquée, _Noisette_ décortiquée, Huile de tournesol désodorisée|1849|25|33||13|0.06|||||||||||||||||0|||
